ime,id,gorovje,visina,vrsta,priljubljenost,mesto_priljubljenosti,stevilo_poti,opis 
Dražgoška gora,2885,"Škofjeloško, Cerkljansko hribovje in Jelovica",1140,vrh,11,2238,2,"Dražgoška gora se nahaja na južnih obronkih Jelovice in zajema kar obsežno območje severozahodno od Dražgoš. Ime Dražgoška gora pa se uporablja tudi za lepo razgledno točko in vzletišče jadralnih padalcev neposredno na Dražgošami. Ob razgledni točki oz. vzletišču se nahaja nekaj miz s klopmi, ob robu gozda pa še vpisna skrinjica z vpisno knjigo. Z Dražgoške gore je lep pogled proti hribom nad Selško dolino."
Erbelc,2574,"Škofjeloško, Cerkljansko hribovje in Jelovica",1308,vrh,17,2104,4,"Erbelc je 1308 metrov visok vrh, ki se strmo dviga nad Zgornjo Sorico. Z vrha, na katerem se nahaja vpisna skrinjica se nam odpre lep razgled na gore v okolici Sorice, Porezen in Ratitovec."
Ermanovec,1134,"Škofjeloško, Cerkljansko hribovje in Jelovica",1026,vrh,88,299,9,"Ermanovec je 1026 m visok vrh, ki se nahaja med Cerknim in Gorenjo vasjo, točneje nad Sovodnjem in Trebijo. Le nekaj korakov stran od vrha, ki ima vpisno skrinjico in žig pa se nahaja lepa razgledna točka, s katere se nam odpre pogled po večjem delu zahodne Slovenije. Razgled seže od bližnjih vrhov, kjer izstopa Porezen do najvišjih vrhov Julijskih Alp, ob lepi vidljivosti pa razgled seže vse do vzhodnega obrobja italijanskih Dolomitov."
Gladki vrh (Ratitovec),1308,"Škofjeloško, Cerkljansko hribovje in Jelovica",1667,vrh,88,302,15,"Gladki vrh je z višino 1667 m najbolj obiskan vrh v pogorju Ratitovca. Z neporaščenega vrha, na katerem se nahaja razgledna plošča se nam odpre lep razgled po večjem delu zahodne in osrednje Slovenije."
Gora (cerkev Marijinega vnebovzetja),441,"Škofjeloško, Cerkljansko hribovje in Jelovica",987,cerkev,51,1247,1,Cerkev se nahaja pod Malenskim vrhom na razgledni jasi. Lep je razgled po bližnjem hribovju.
Gozdarska koča na Babi,2502,"Škofjeloško, Cerkljansko hribovje in Jelovica",1050,,16,2115,2,"Gozdarska koča na Babi se nahaja na Jelovici, ob robu razglednega pobočja, s katerega se odpre lep pogled proti Julijskim Alpam, Karavankam ter Blejskemu jezeru z okolico. Baba je predel okoli 1082 metrov visokega neimenovanega vrha (tako na zemljevidih), ki se nahaja med planino Prihod in Danejevo planino. Kakih 50 metrov vzhodno do jugovzhodno od gozdarske koče pa se nahaja še ena koča."
Gozdarske koče Martinček,2513,"Škofjeloško, Cerkljansko hribovje in Jelovica",1240,planina,17,2101,2,"Martinček je že dalj časa opuščena planina, ki se v zadnjih desetletjih vse bolj zarašča. Ob cesti, ki vodi preko nekdanje planine se nahajajo tri koče, ki jih v glavnem uporabljajo gozdarji."
Grad Divja Loka (Stari grad),1731,"Škofjeloško, Cerkljansko hribovje in Jelovica",502,vrh,51,1240,1,"Grad Divja Loka, oz. tudi Stari grad nad Škofjo Loko se nahaja na manjši vzpetini severno od Nemškega griča. Grad se prvič omenja leta 1202, od takrat je bil še nekajkrat obnovljen, nato pa je postopoma začel propadati. Danes so od gradu ostale le še razmeroma dobro ohranjene ruševine."
Gradišče (nad Spodnjo Idrijo),1640,"Škofjeloško, Cerkljansko hribovje in Jelovica",998,vrh,44,1425,5,"Gradišče je 998 metrov visok vrh, ki loči Ledinsko planoto v severozahodnem delu Rovtarskega hribovja od doline Idrijce. Na vrhu stoji televizijski oddajnik. Gradišče naj bi bilo utrjena postojanka iz časov zatona rimske antike in burnih dogodkov ob preseljevanju ljudstev."
Gradišče pod Babjim zobom,2766,"Škofjeloško, Cerkljansko hribovje in Jelovica",824,vrh,6,2376,1,"Gradišče pod Babjim zobom je 824 metrov visok, dokaj razgleden vrh, ki se nahaja nad desnim bregom Save Bohinjke. Na vrhu je vpisna skrinjica, v njej pa vpisna knjiga."
Hleviška planina,829,"Škofjeloško, Cerkljansko hribovje in Jelovica",908,vrh,83,438,5,"Hleviška planina (tudi Hleviške planine) je rahlo poraščen, a vseeno zelo razgleden vrh. Z vrha, ki je hišna gora Idrije je lep razgled proti Golakom, Javorniku nad Črnim vrhom, Kamniškim Alpam, Karavankam in skozi krošnje dreves tudi proti Julijcem."
Hoč,2506,"Škofjeloško, Cerkljansko hribovje in Jelovica",1514,vrh,19,2038,2,"Hoč je 1514 metrov visok vrh, ki se nahaja severovzhodno od nekoliko višjega in bolj obiskanega Porezna. Z vrha, na katerem stoji mejni kamen stare Rapalske meje, se nam odpre lep razgled na Julijske Alpe, predvsem verigo Spodnjih Bohinjskih gora, Škofjeloško hribovje z Blegošem in Poreznom..."
Hudournik,1496,"Škofjeloško, Cerkljansko hribovje in Jelovica",1148,vrh,57,1090,3,"Hudournik je 1148 m visok vrh, ki se nahaja na severnem robu Vojskarske planote, planote ki se nahaja med dolinama Idrijce, Kanomljice in Trebuše. Z vrha, na katerem je klop z mizo ter nekoliko stran tudi vpisna skrinjica z žigom, se nam odpre lep razgled na Golake, Poldanovec in Govce, na drugi strani pa lepo vidimo Cerkljansko hribovje, Spodnje Bohinjske gore ter najvišje vrhove Julijskih Alp."
Hujska,2672,"Škofjeloško, Cerkljansko hribovje in Jelovica",706,vrh,12,2216,2,"Hujska je 706 metrov visok vrh, ki se nahaja nad Železniki, točneje med potokoma Dašnjica in Češnjica. Na vrhu je klopca, vpisna skrinjica z vpisno knjigo in manjša kapelica."
Izvir Volaščice,1505,"Škofjeloško, Cerkljansko hribovje in Jelovica",650,,39,1546,1,"Izvir Volaščice je kraški izvir, ki se nahaja ob vznožju pobočij Čela, Kovka in Blegoša. Potok Volaščica se po začetnih brzicah nekoliko umiri, nato pa teče skozi Volako ter se nižje izlije v Poljansko Soro."
Jagršče,1969,"Škofjeloško, Cerkljansko hribovje in Jelovica",663,cerkev,37,1585,1,Cerkev sv. Uršule na Jagrščah se nahaja med dolino reke Idrijce in Šebreljsko planoto. Od cerkve oz. njene bližnje okolice se nam odpre lep razgled po okoliškem hribovju.
Jelenk,835,"Škofjeloško, Cerkljansko hribovje in Jelovica",1107,vrh,77,583,3,"Jelenk je gora med dolino reke Idrijce, nad katero se strmo dviga in dolino reke Kanomljice. Z vrha, ki ima vpisno skrinjico, zaradi bližnjega gozda ni lepega razgleda. Z nekaj truda lahko opazimo Krn in ob lepem vremenu Kanin. Pred leti je bilo malo pod vrhom planinsko zavetišče, katerega pa danes ni več."
Kačji rob,1925,"Škofjeloško, Cerkljansko hribovje in Jelovica",1520,vrh,67,837,2,"Kačji rob je 1520 m visok vrh, ki se nahaja med planino Zgornji Jirn in manj znanim vrhom Žbanjek. Z vrha, na katerem se nahaja žig Ratitovške obhodnice, se nam odpre lep razgled na Blegoš, Porezen in Trnovski gozd."
Kamnitnik (nad Škofjo Loko),2888,"Škofjeloško, Cerkljansko hribovje in Jelovica",426,vrh,8,2335,2,"Kamnitnik je 426 m visok hrib, z njega se nam razprostira lep pogled na Škofjo Loko."
Kapelica Na Koren,2485,"Škofjeloško, Cerkljansko hribovje in Jelovica",550,cerkev,16,2112,1,"Lična in pred kratkim obnovljena kapelica Na Koren se nahaja na razglednem pobočju hriba Hom, severno pod vasjo Kupljenik, v občini Bled.<br>Po ljudskem izročilu naj bi se v 16. stol. ob griču Homec pri Selu pričela gradnja cerkve Svetega Štefana. Dogajalo pa se je, da je bilo vse kar so čez dan sezidali, ponoči vedno znova prestavljeno preko Save Bohinjke Na Koren pod Kupljenikom. Zaradi tega je bila gradnja cerkve prestavljena, a ker je bilo mesto kjer stoji kapelica preveč samotno, so cerkev zgradili višje, poleg vaških hiš na Kupljeniku.<br>Od kapelice Na Koren, ob kateri se nahaja klopca se obiskovalcu ponudi lep razgled na Blejsko okolico z gradom in bližnjimi hribi, ter na Karavanke v ozadju."
Koča na Blegošu,177,"Škofjeloško, Cerkljansko hribovje in Jelovica",1391,"koča, planina",89,274,8,"Koča na Blegošu, se nahaja severozahodno od Blegoša, na robu razglednega travnatega slemena. Od koče oz. bližnje okolice, se nam odpre lep razgled na Blegoš, Ratitovec ter del najvišjih vrhov v Julijskih Alpah."
Koča na Črnem vrhu nad Novaki,843,"Škofjeloško, Cerkljansko hribovje in Jelovica",1245,koča,66,847,1,"Planinska koča se nahaja na južnem delu velikega poslopja, katerega je med vojno uporabljala italijanska vojska. Pred vhodom v planinski del poslopja se nahaja žig in vpisna skrinjica. Drugi večji del poslopja (okrepčevalnica Črni vrh) pa je last smučarskega centra Cerkno, in je odprta med obratovanjem smučišča. Od koče je lep razgled proti jugu in zahodu, kjer lepo vidimo Porezen  in Golake."
Koča na Ermanovcu,547,"Škofjeloško, Cerkljansko hribovje in Jelovica",968,koča,81,477,10,Koča se nahaja severozahodno od Ermanovca pod vrhom Štora. Od koče oziroma bližnje okolice je lep pogled proti zahodu in delu Julijskih Alp in pred njimi pobočjih Porezna.
Koča na Hleviški planini,830,"Škofjeloško, Cerkljansko hribovje in Jelovica",818,koča,79,531,5,"Koča na Hleviški planini se nahaja le malo pod 908 m visokim vrhom Hleviške planine. Od koče, ki je točka slovenske planinske poti, se nam odpre odpre lep razgled le proti jugovzhodu, saj na ostale strani razgled ovira gozd. V času, ko je koča zaprta, dobimo žig SPP na štoru ob koči. "
Koča na Starem vrhu,187,"Škofjeloško, Cerkljansko hribovje in Jelovica",1032,koča,79,533,1,Koča oz. gostišče na Starem vrhu se nahaja ob zgornji postaji šest-sedežnice Stari vrh. Od koče do katere je možno priti tudi z avtomobilom je lep pogled na bližnji Lubnik in del Kamniško Savinjskih Alp.
Kojca,1115,"Škofjeloško, Cerkljansko hribovje in Jelovica",1303,"vrh, bivak",81,470,10,"Kojca je razgleden vrh, ki se dviga južno od Baške grape. Z vrha na katerem se nahaja kopa sena je lep razgled na verigo Spodnjih Bohinjskih gora, Škofjeloško - Cerkljansko hribovje, Snežnik, Golake in del gora, ki se dvigajo nad osrednjim delom reke Soče. Na vrhu je poleg številnih klopi in vpisne skrinjice tudi manjši spomenik NOB-ja.<br>Pred nekaj leti so na vrhu postavili še lepo urejen bivak, ki pa nima urejenih ležišč."
Kopa (Cimprovka),1983,"Škofjeloško, Cerkljansko hribovje in Jelovica",1360,vrh,51,1233,1,"Kopa je 1360 m visok vrh oz. razgledni pomol, s katerega se nam odpre lep pogled na Cerkno, hribovje ki obdaja omenjeni kraj, Ratitovec, Trnovski gozd, ob lepem vremenu pa razgled seže vse do Kamniško Savinjskih Alp."
Koprivnik,440,"Škofjeloško, Cerkljansko hribovje in Jelovica",1393,vrh,80,508,4,"Koprivnik je 1393 m visoka gora, ki se nahaja med Blegošem in Mladim vrhom. Z vrha, ki ima vpisno skrinjico in žig je razgled zaradi bližnjega gozda omejen in sega le proti Blegošu."
Kosmati vrh (Ratitovec),608,"Škofjeloško, Cerkljansko hribovje in Jelovica",1643,"vrh, planina",70,769,8,"Kosmati vrh se nahaja na skrajnem severovzhodnem robu Ratitovca. Z neporaščenega vrha je zelo lep pogled proti sosednjemu Gladkemu vrhu, ki se nahaja nad Krekovo kočo. Razgled pa ne seže le na sosednji vrh, ampak skoraj po vsej Sloveniji. Z vrha vidimo Kaninsko pogorje, Triglav in ostale visoke vrhove Julijskih Alp, Večji del Karavank in del Kamniških in Savinjskih Alp, Škofjeloško in Cerkljansko hribovje in Spodnje Bohinjske gore. Vrh ima tudi žig, vpisne skrinjice pa ne."
Krancelj,1730,"Škofjeloško, Cerkljansko hribovje in Jelovica",453,vrh,46,1365,1,"Krancelj je 453 m visoka vzpetina, ki se dviga nad Škofjo Loko, točneje nad Loškim gradom. S travnatega slemena nekoliko pod vrhom, kjer tudi stoji razgledna plošča, se nam odpre lep razgled na Lubnik, del Gorenjske ravnine, Karavanke in Kamniško Savinjske Alpe."
Krekova koča na Ratitovcu,147,"Škofjeloško, Cerkljansko hribovje in Jelovica",1642,"vrh, koča, bivak, planina",99,24,21,"Krekova koča se nahaja na pobočju Ratitovca pod Gladkim vrhom. Od koče je lep razgled po Škofjeloškem in Cerkljanskem hribovju. V daljavi pa vidimo tudi Julijske Alpe, Karavanke in Kamniške in Savinjske Alpe. Nekaj metrov za kočo stoji tudi zimski bivak. Koča je stalno odprta v poletni sezoni drugače pa ob sobotah, nedeljah in praznikih, če je lepo vreme. Do koče pa pripelje tudi tovorna žičnica."
Kremant (Ratitovec),1803,"Škofjeloško, Cerkljansko hribovje in Jelovica",1654,vrh,61,978,5,"Kremant je 1654 m visok vrh, ki se nahaja na zahodnem delu Ratitovca. Z vrha, na katerem je na kovinski drog pritrjen žig, se nam odpre lep razgled na Altemaver, Porezen, del Spodnjih Bohinjskih gora, Triglav in del Karavank."
Leskovica,1506,"Škofjeloško, Cerkljansko hribovje in Jelovica",800,cerkev,39,1531,1,"Leskovica je hribovska vasica, ki se nahaja na južnih pobočjih 1203 m visokega Kolka. Ob robu vasi se nahaja cerkev sv. Urha, od katere se nam odpre lep razgled na Škofjeloško in Cerkljansko hribovje."
Lipniška planina,2514,"Škofjeloško, Cerkljansko hribovje in Jelovica",1330,planina,19,2053,1,"Lipniška planina se nahaja severno do severovzhodno od Partizanskega vrha (1411 m). Ob zgornjem robu planine se nahaja malce večja koča, od katere je lep pogled po planini in bližnjim gozdovom."
Lipniški grad (Pusti grad nad Lipnico),2618,"Škofjeloško, Cerkljansko hribovje in Jelovica",590,vrh,14,2174,9,"Lipniški grad ali Pusti grad nad Lipnico (po nemško Waldenberg) se nahaja na razgledni vzpetini nad vodotokoma Save in Lipnice, točneje med Lipnico in Lancovim. Danes so od gradu, ki je prvič omenjen v 13. st. ostale le razvaline."
Loncmanova Sivka (Mrzli Vrh),1720,"Škofjeloško, Cerkljansko hribovje in Jelovica",987,vrh,55,1147,7,"Loncmanova Sivka je razgleden vrh, ki se nahaja nad vasjo Mrzli Vrh nad Žirmi. Z neporaščenega vrha, se nam ob lepem vremenu odpre razgled na Golake, Škofjeloško in Cerkljansko hribovje, Spodnje Bohinjske gore, Triglav, Karavanke, Kamniško Savinjske Alpe, Polhograjsko hribovje in greben Hrušice."
Lovska koča LD Otavnik,2599,"Škofjeloško, Cerkljansko hribovje in Jelovica",1090,planina,11,2260,2,"Lovska koča LD Otavnik se nahaja med Otavnikom in Otavščico, točneje na spodnjem delu pašnika Otavnik. Od lovske koče se nam odpre lep razgled na bližnjo Kojco in bližnje pašnike."
Lovska koča na Taležu,787,"Škofjeloško, Cerkljansko hribovje in Jelovica",725,"koča, planina",77,570,3,"Lovska koča se nahaja na razglednem robu Jelovice v bližini planine Talež. Od lovske koče, ki služi kot planinski dom je lep razgled proti Blejskemu jezeru, gorenjski ravnini in delu Karavank, kjer opazimo Stol in njegove sosednje vrhove."
Lovska koča na Toli,1960,"Škofjeloško, Cerkljansko hribovje in Jelovica",1040,koča,44,1426,2,"Lovska koča na Toli se nahaja le dobrih 500 m stran od vasice Prtovč. Od koče, ki je odprta od četrtka popoldne do nedelje zvečer, se nam zaradi bližnjega gozda odpre lep pogled le proti jugu, kjer lahko vidimo del Škofjeloškega hribovja."
Lubnik,135,"Škofjeloško, Cerkljansko hribovje in Jelovica",1025,"vrh, koča",98,56,8,"Lubnik je 1025 m visoka gora, ki se strmo dviga zahodno od Škofje Loke. Z vrha, na katerem stoji planinski dom, se nam odpre lep pogled na Gorenjsko ter gorovja, ki obdajajo omenjeno pokrajino."
Medrce,1943,"Škofjeloško, Cerkljansko hribovje in Jelovica",1410,vrh,50,1263,3,"Medrce so 1410 m visok vrh, ki se nahaja med Poreznom in Humom. Z vrha, na katerem se nahaja star bunker, se nam odpre lep pogled na Kojco, Porezen, Ratitovec in ostale okoliške vrhove."
Miklavška gora,1138,"Škofjeloško, Cerkljansko hribovje in Jelovica",955,"vrh, cerkev",54,1163,2,"Miklavška gora je razgledna vzpetina, ki se nahaja južno od Železnikov in Selc. Z vrha na katerem stoji cerkev svetega Miklavža se nam odpre lep razgled predvsem proti severu, kjer lepo vidimo vrhove, ki obdajajo južni del prostrane Jelovice. V bližini vrha pa se nahaja tudi vpisna skrinjica, še nekoliko bolj stran pa opazimo pretvornik. "
Mladi vrh,1119,"Škofjeloško, Cerkljansko hribovje in Jelovica",1374,vrh,67,831,2,"Mladi vrh je višji sosed bolj poznanega Starega vrha, od katerega ga loči sedlo. Vrh je poraščen z redkim bukovim gozdom, tako da razgleda ni prav veliko, odprt pogled je le proti delu Selške doline. Na vrhu je vpisna knjiga in žig. "
Oblakova planina,1999,"Škofjeloško, Cerkljansko hribovje in Jelovica",1100,planina,43,1451,2,Oblakova planina se nahaja na zahodnem robu Jelovice. Na planini stoji nekaj koč ter spomenik NOB.
Ojstra peč,2777,"Škofjeloško, Cerkljansko hribovje in Jelovica",516,vrh,10,2262,9,"Ojstra peč je razgleden skalnat pomol med Lipniško dolino in dolino reke Save pri Globokem, ki se prepadno spušča proti poljem nad desnim bregom reke Save. Na Ojstri peči se nahajajo prijetna klop z mizo, vpisna skrinjica z vpisno knjigo in uro. Z razgledne točke pa se nam odpre lep pogled predvsem proti Karavankam."
Otavnik,2601,"Škofjeloško, Cerkljansko hribovje in Jelovica",1306,vrh,16,2129,2,"Otavnik je 1306 metrov visok vrh, ki se nahaja nad planino Otavnik. Z deloma poraščenega vrha se nam odpre lep pogled na Porezen ter okoliško hribovje."
Partizanski dom na Vodiški planini,812,"Škofjeloško, Cerkljansko hribovje in Jelovica",1108,"koča, planina",91,226,6,"Partizanski dom se nahaja zahodno od Krope na Vodiški planini. Ker planino obdajajo prostrani jeloviški gozdovi je to miren kraj, kjer lahko slišimo in vidimo veliko vrst gozdnih ptic in ostalih gozdnih živali."
Planina Kališnik,2886,"Škofjeloško, Cerkljansko hribovje in Jelovica",1180,planina,8,2334,2,"Planina Kališnik se nahaja na južnem delu Jelovice, v bližini Dražgoške gore. Planina je danes opuščena, večja koča na planini pa propada."
Planina Klom,1586,"Škofjeloško, Cerkljansko hribovje in Jelovica",1500,planina,61,980,3,"Planina Klom je še živeča planina, ki se nahaja severozahodno od Kosmatega vrha na Ratitovcu. S planine, na kateri stoji pastirska koča in večji hlev, zaradi lege in bližnjega gozda, ni razgleda."
Planina Otavnik,2600,"Škofjeloško, Cerkljansko hribovje in Jelovica",1268,"vrh, planina",14,2168,2,"Planina Otavnik se nahaja pod vrhom Otavnika, le ta pa med Kojco in Poreznom. Na razglednem delu planine se nahaja prijetna lovska opazovalnica, nekoliko nižje, v zavetju pred vetrom pa večja pastirska koča. S planine se nam odpre lep razgled na Porezen, bližnji Otavnik, verigo Spodnjih Bohinjskih gora ter na Cerkljansko hribovje."
